2015-05-12,8284.00
2015-05-13,8196.00
2015-05-14,8179.00
2015-05-15,8296.00
2015-05-18,8352.00
2015-05-19,8364.00
2015-05-20,8405.00
2015-05-21,8423.00
2015-05-22,8346.00
2015-05-25,8459.00
2015-05-26,8451.00
2015-05-27,8496.00
2015-05-28,8637.00
2015-05-29,8604.00
2015-06-01,8520.00
2015-06-02,8514.00
2015-06-03,8515.00
2015-06-04,8527.00
2015-06-05,8470.00
2015-06-08,8358.00
2015-06-09,8215.00
2015-06-10,8182.00
2015-06-11,8322.00
2015-06-12,8394.00
2015-06-15,8409.00
2015-06-16,8395.00
2015-06-17,8311.00
2015-06-18,8184.00
2015-06-19,8234.00
2015-06-22,8297.00
2015-06-23,8475.00
2015-06-24,8449.00
2015-06-25,8338.00
2015-06-26,8333.00
2015-06-29,8151.00
2015-06-30,8203.00
2015-07-01,8140.00
2015-07-02,8153.00
2015-07-03,8182.00
2015-07-06,8067.00
2015-07-07,8116.00
2015-07-08,7931.00
2015-07-09,7898.00
2015-07-10,7925.00
2015-07-13,8113.00
2015-07-14,8201.00
2015-07-15,8273.00
2015-07-16,8432.00
2015-07-17,8345.00
2015-07-21,8376.00
2015-07-22,8278.00
2015-07-23,8277.00
2015-07-24,8277.00
2015-07-27,8183.00
2015-07-28,8077.00
2015-07-29,8112.00
2015-07-30,8163.00
2015-07-31,8253.00
2015-08-03,8200.00
2015-08-04,8121.00
2015-08-05,7930.00
2015-08-06,8033.00
2015-08-07,8118.00
2015-08-10,8144.00
2015-08-11,8122.00
2015-08-12,7987.00
2015-08-13,7941.00
2015-08-14,7945.00
2015-08-17,7932.00
2015-08-18,7967.00
2015-08-19,7897.00
2015-08-20,7732.00
2015-08-21,7500.00
2015-08-24,6994.00
2015-08-25,6725.00
2015-08-26,6920.00
2015-08-27,7026.00
2015-08-28,7346.00
2015-08-31,7192.00
2015-09-01,7000.00
2015-09-02,7015.00
2015-09-03,7185.00
2015-09-04,7004.00
2015-09-07,7089.00
2015-09-08,7050.00
2015-09-09,7491.00
2015-09-10,7175.00
2015-09-11,7072.00
2015-09-14,7007.00
2015-09-15,7161.00
2015-09-16,7297.00
2015-09-17,7338.00
2015-09-18,7234.00
2015-09-24,7100.00
2015-09-25,7195.00
2015-09-28,7049.00
2015-09-29,6719.00
2015-09-30,6971.00
2015-10-01,7151.00
2015-10-02,7257.00
2015-10-05,7246.00
2015-10-06,7218.00
2015-10-07,7351.00
2015-10-08,7349.00
2015-10-09,7500.00
2015-10-13,7316.00
2015-10-14,7188.00
2015-10-15,7251.00
2015-10-16,7400.00
2015-10-19,7356.00
2015-10-20,7320.00
2015-10-21,7467.00
2015-10-22,7428.00
2015-10-23,7522.00
2015-10-26,7560.00
2015-10-27,7522.00
2015-10-28,7550.00
2015-10-29,7457.00
2015-10-30,7469.00
2015-11-02,7387.00
2015-11-04,7456.00
2015-11-05,7495.00
2015-11-06,7502.00
2015-11-09,7625.00
2015-11-10,7629.00
2015-11-11,7598.00
2015-11-12,7588.00
2015-11-13,7525.00
2015-11-16,7411.00
2015-11-17,7545.00
2015-11-18,7599.00
2015-11-19,7620.00
2015-11-20,7583.00
2015-11-24,7636.00
2015-11-25,7600.00
2015-11-26,7687.00
2015-11-27,7670.00
2015-11-30,7657.00
2015-12-01,7762.00
2015-12-02,7820.00
2015-12-03,7827.00
2015-12-04,7692.00
2015-12-07,7704.00
2015-12-08,7601.00
2015-12-09,7654.00
2015-12-10,7601.00
2015-12-11,7685.00
2015-12-14,7463.00
2015-12-15,7324.00
2015-12-16,7612.00
2015-12-17,7703.00
2015-12-18,7658.00
2015-12-21,7579.00
2015-12-22,7635.00
2015-12-24,7540.00
2015-12-25,7483.00
2015-12-28,7484.00
2015-12-29,7454.00
2015-12-30,7488.00
2016-01-04,7337.00
2016-01-05,7226.00
2016-01-06,7083.00
2016-01-07,6898.00
2016-01-08,6864.00
2016-01-12,6755.00
2016-01-13,6953.00
2016-01-14,6797.00
2016-01-15,6759.00
2016-01-18,6742.00
2016-01-19,6804.00
2016-01-20,6574.00
2016-01-21,6392.00
2016-01-22,6822.00
2016-01-25,6824.00
2016-01-26,6629.00
2016-01-27,6881.00
2016-01-28,6883.00
2016-01-29,7200.00
2016-02-01,7339.00
2016-02-02,7304.00
2016-02-03,6900.00
2016-02-04,6752.00
2016-02-05,6625.00
2016-02-08,6555.00
2016-02-09,6154.00
2016-02-10,6127.00
2016-02-12,5710.00
2016-02-15,6256.00
2016-02-16,6250.00
2016-02-17,6076.00
2016-02-18,6180.00
2016-02-19,5999.00
2016-02-22,5980.00
2016-02-23,5994.00
2016-02-24,5974.00
2016-02-25,5931.00
2016-02-26,5910.00
2016-02-29,5897.00
2016-03-01,5893.00
2016-03-02,6097.00
2016-03-03,6178.00
2016-03-04,6229.00
2016-03-07,6100.00
2016-03-08,5990.00
2016-03-09,5976.00
2016-03-10,6154.00
2016-03-11,6140.00
2016-03-14,6200.00
2016-03-15,6087.00
2016-03-16,6044.00
2016-03-17,6025.00
2016-03-18,5888.00
2016-03-22,6098.00
2016-03-23,6106.00
2016-03-24,6011.00
2016-03-25,6180.00
2016-03-28,6223.00
2016-03-29,6154.00
2016-03-30,6000.00
2016-03-31,5952.00
2016-04-01,5771.00
2016-04-04,5625.00
2016-04-05,5439.00
2016-04-06,5457.00
2016-04-07,5424.00
2016-04-08,5467.00
2016-04-11,5278.00
2016-04-12,5485.00
2016-04-13,5623.00
2016-04-14,5806.00
2016-04-15,5740.00
2016-04-18,5467.00
2016-04-19,5680.00
2016-04-20,5643.00
2016-04-21,5824.00
2016-04-22,5919.00
2016-04-25,5992.00
2016-04-26,5949.00
2016-04-27,5845.00
2016-04-28,5654.00
2016-05-02,5442.00
2016-05-06,5478.00
2016-05-09,5554.00
2016-05-10,5677.00
2016-05-11,5634.00
2016-05-12,5553.00
2016-05-13,5454.00
2016-05-16,5467.00
2016-05-17,5533.00
2016-05-18,5537.00
2016-05-19,5494.00
2016-05-20,5562.00
2016-05-23,5506.00
2016-05-24,5429.00
2016-05-25,5555.00
2016-05-26,5596.00
2016-05-27,5589.00
2016-05-30,5681.00
2016-05-31,5783.00
2016-06-01,5755.00
2016-06-02,5669.00
2016-06-03,5675.00
2016-06-06,5667.00
2016-06-07,5654.00
2016-06-08,5681.00
2016-06-09,5603.00
2016-06-10,5627.00
2016-06-13,5428.00
2016-06-14,5393.00
2016-06-15,5463.00
2016-06-16,5281.00
2016-06-17,5421.00
2016-06-20,5568.00
2016-06-21,5637.00
2016-06-22,5607.00
2016-06-23,5737.00
2016-06-24,5240.00
2016-06-27,5151.00
2016-06-28,4975.00
2016-06-29,5119.00
2016-06-30,5052.00
2016-07-01,5107.00
2016-07-04,5127.00
2016-07-05,5153.00
2016-07-06,5064.00
2016-07-07,5073.00
2016-07-08,5055.00
2016-07-11,5301.00
2016-07-12,5443.00
2016-07-13,5628.00
2016-07-14,5648.00
2016-07-15,5759.00
2016-07-19,5784.00
2016-07-20,5775.00
2016-07-21,5875.00
2016-07-22,5838.00
2016-07-25,5846.00
2016-07-26,5699.00
2016-07-27,5866.00
2016-07-28,5859.00
2016-07-29,5894.00
2016-08-01,5797.00
2016-08-02,5696.00
2016-08-03,5589.00
2016-08-04,5691.00
2016-08-05,5860.00
2016-08-08,6055.00
2016-08-09,6011.00
2016-08-10,5944.00
2016-08-12,6000.00
2016-08-15,5950.00
2016-08-16,5875.00
2016-08-17,6006.00
2016-08-18,5900.00
2016-08-19,6026.00
2016-08-22,6100.00
2016-08-23,5997.00
2016-08-24,6120.00
2016-08-25,6116.00
2016-08-26,5911.00
2016-08-29,6147.00
2016-08-30,6186.00
2016-08-31,6238.00
2016-09-01,6284.00
2016-09-02,6266.00
2016-09-05,6264.00
2016-09-06,6235.00
2016-09-07,6184.00
2016-09-08,6190.00
2016-09-09,6171.00
2016-09-12,6093.00
2016-09-13,6109.00
2016-09-14,6050.00
2016-09-15,5970.00
2016-09-16,5866.00
2016-09-20,5952.00
2016-09-21,6144.00
2016-09-23,5950.00
2016-09-26,5917.00
2016-09-27,6014.00
2016-09-28,5872.00
2016-09-29,5898.00
2016-09-30,5779.00
2016-10-03,5791.00
2016-10-04,5899.00
2016-10-05,5988.00
2016-10-06,6032.00
2016-10-07,6006.00
2016-10-11,6015.00
2016-10-12,5957.00
2016-10-13,5969.00
2016-10-14,5993.00
2016-10-17,6030.00
2016-10-18,5990.00
2016-10-19,5953.00
2016-10-20,6038.00
2016-10-21,5972.00
2016-10-24,5956.00
2016-10-25,6041.00
2016-10-26,6025.00
2016-10-27,6004.00
2016-10-28,6043.00
2016-10-31,6079.00
2016-11-01,6072.00
2016-11-02,5938.00
2016-11-04,5698.00
2016-11-07,5810.00
2016-11-08,5894.00
2016-11-09,5510.00
2016-11-10,5838.00
2016-11-11,5952.00
2016-11-14,6038.00
2016-11-15,6064.00
2016-11-16,6186.00
2016-11-17,6151.00
2016-11-18,6316.00
2016-11-21,6359.00
2016-11-22,6287.00
2016-11-24,6588.00
2016-11-25,6689.00
2016-11-28,6653.00
2016-11-29,6640.00
2016-11-30,6649.00
2016-12-01,6707.00
2016-12-02,6686.00
2016-12-05,6628.00
2016-12-06,6683.00
2016-12-07,6860.00
2016-12-08,6984.00
2016-12-09,7003.00
2016-12-12,7001.00
2016-12-13,7050.00
2016-12-14,7031.00
2016-12-15,7156.00
2016-12-16,7155.00
2016-12-19,7144.00
2016-12-20,7131.00
2016-12-21,7122.00
2016-12-22,7090.00
2016-12-26,6991.00
2016-12-27,6968.00
2016-12-28,6970.00
2016-12-29,6838.00
2016-12-30,6878.00
2017-01-04,7097.00
2017-01-05,7049.00
2017-01-06,6930.00
2017-01-10,6861.00
2017-01-11,6912.00
2017-01-12,6845.00
2017-01-13,6882.00
